AGE,Monthly Gross Income,Relationship Status,"Ownership of vehicle (car, jeep)",Length of service/Buisness,CIB Clearence,Occupation,Gender,Loan Amount,Number of dependent,Loan Status
21,31535,0,1,14,0,1,1,986497,3,0
23,81490,0,0,8,1,0,1,297564,7,1
39,61562,0,0,12,0,0,1,682083,2,0
43,134042,0,1,10,0,1,0,386704,3,1
20,104080,1,0,14,1,0,0,713999,7,0
58,56269,1,0,9,0,0,1,730865,2,0
59,95674,0,1,6,1,0,0,740212,4,0
31,57462,1,1,5,1,0,0,842191,5,0
28,149199,1,0,1,1,0,0,442535,4,1
35,38147,1,0,1,0,0,1,220965,1,0
29,92095,0,0,25,1,0,0,477278,6,0
40,105925,0,1,20,1,1,0,806677,4,0
29,81381,1,0,17,0,1,0,314611,4,1
30,114468,1,0,11,1,0,1,871841,1,0
42,78749,0,0,12,0,0,0,994101,1,0
36,28731,1,1,3,0,0,1,859669,5,0
53,139647,0,1,6,1,0,0,441524,5,1
25,66024,1,1,11,0,0,1,887077,3,0
46,131712,0,0,13,1,1,0,133146,2,1
49,116121,0,0,11,0,0,1,872703,1,0
35,18832,0,1,8,0,1,0,533093,4,0
23,47332,0,0,10,0,1,1,537909,4,0
35,27467,1,0,2,0,0,1,707348,5,0
36,56025,0,0,24,1,0,0,251191,2,0
39,92994,1,1,14,1,0,0,409823,7,0
54,109202,0,0,16,0,1,1,621128,1,0
49,58481,0,0,17,1,1,1,585341,5,0
58,148653,1,1,11,1,1,0,969013,7,0
20,90118,1,0,2,1,0,1,637451,2,0
45,139010,1,1,24,1,0,0,845483,1,0
27,138714,0,0,23,1,0,0,842489,4,0
52,99363,0,1,5,1,0,1,460835,4,0
46,138607,1,1,16,1,0,0,655090,5,0
32,78044,0,0,16,0,0,1,152175,2,0
50,26814,1,0,2,1,1,0,110111,4,0
24,114340,0,1,16,0,1,0,735275,7,0
29,25024,0,0,25,0,0,0,815296,2,0
47,124236,0,1,5,0,0,0,689814,5,0
38,72836,1,0,8,1,1,0,225588,7,1
48,22435,0,0,20,1,1,0,645407,7,0
41,85601,1,0,14,0,1,0,976643,3,0
37,135871,1,0,25,0,0,0,292968,2,1
54,149479,0,1,10,1,1,0,605830,6,0
21,113943,1,1,23,1,1,0,606729,2,0
45,47940,1,0,2,1,1,0,751244,5,0
37,20666,0,0,3,0,1,0,528755,6,0
41,52122,1,0,18,0,1,1,202473,3,0
49,133647,1,0,21,1,0,1,844543,4,0
58,144753,0,0,2,1,0,0,155387,1,1
53,138402,0,1,21,0,1,0,323561,5,1
51,116190,0,1,9,1,0,1,273895,1,1
53,115468,1,0,2,1,0,0,431699,3,1
19,144207,1,1,25,0,1,0,710478,6,0
32,41505,0,1,7,0,0,0,859520,3,0
51,51713,1,0,7,0,0,1,147418,2,0
53,58169,0,1,14,0,1,0,456014,1,0
23,92511,0,1,5,1,1,1,148695,1,1
56,55522,0,1,8,0,0,1,752556,3,0
59,114397,1,1,23,1,0,0,997451,6,0
29,18880,1,0,22,1,0,1,247490,1,0
20,58539,0,1,18,1,1,1,651030,7,0
35,29799,0,1,6,0,0,1,310290,4,0
57,119843,1,1,14,0,0,0,148028,3,1
38,63784,0,0,18,1,1,0,472279,2,0
32,128034,1,1,17,1,0,1,177700,2,1
50,69362,0,1,9,0,1,0,369762,2,0
52,68997,0,1,13,1,0,1,693204,1,0
43,117399,1,0,16,1,1,0,416772,3,1
25,29549,1,0,21,1,0,0,844823,2,0
53,71920,1,0,10,1,0,1,704987,3,0
47,108860,1,0,10,1,1,0,447240,1,0
40,39624,1,0,4,1,1,1,376869,4,0
59,61705,0,1,12,1,1,0,272207,4,0
31,104326,0,0,8,1,1,1,170223,4,1
31,75390,1,1,15,0,1,0,998210,1,0
19,83369,1,0,21,0,1,1,801329,2,0
54,24589,0,0,23,1,1,0,588714,1,0
22,128012,0,0,19,1,0,0,953554,3,0
55,88181,1,1,15,0,0,1,370200,4,0
58,138711,1,1,8,0,0,0,474038,3,1
31,91425,0,1,8,0,0,1,695246,1,0
56,30994,1,0,19,1,0,0,815706,5,0
42,126915,0,0,9,0,0,1,326140,5,1
37,137961,0,0,24,0,0,1,596885,7,0
19,119672,1,0,17,1,1,1,636809,1,0
56,41639,0,0,8,0,0,1,635194,2,0
23,32205,0,0,12,1,1,1,357608,6,0
34,71677,0,1,15,0,0,1,168514,3,0
42,47930,1,1,4,0,1,1,343126,1,0
45,88313,0,0,6,0,0,1,929201,1,0
19,128153,1,1,16,0,0,0,262347,5,1
52,33316,0,1,25,0,0,0,930198,4,0
54,111058,0,1,5,1,0,0,112343,4,1
22,102876,0,0,23,1,1,0,308559,6,1
18,100366,0,0,13,0,0,1,704515,2,0
57,28403,0,0,15,1,1,1,570272,2,0
29,95052,1,0,17,0,0,0,217658,6,1
53,88495,1,1,25,0,0,0,334284,2,1
40,111090,0,0,22,0,0,1,963294,7,0
48,51701,1,0,20,0,0,0,392665,7,0
28,149457,1,0,22,0,1,1,334558,5,1
27,72241,0,1,5,1,1,0,494021,1,0
20,80030,1,1,19,1,1,1,529084,2,0
31,120185,1,1,7,1,0,1,789703,5,0
33,51404,1,1,3,1,0,0,567543,7,0
27,70182,1,1,13,0,0,0,528599,3,0
46,47991,0,0,14,1,0,1,115040,1,0
27,119601,1,1,16,0,1,0,518403,6,0
29,80886,0,1,13,0,1,0,424822,3,0
47,137002,0,0,2,1,1,1,720684,4,0
58,98848,1,0,14,1,0,0,257597,4,1
18,72692,0,0,20,0,1,0,138394,1,0
22,52500,1,1,7,0,0,1,190672,2,0
37,48785,0,0,5,0,1,1,209042,1,0
25,99146,1,1,14,1,1,1,182546,2,1
60,62997,1,0,9,0,1,0,688277,6,0
29,22170,0,1,10,0,1,1,663940,4,0
18,86743,1,1,7,0,0,0,478442,7,0
37,50187,1,1,14,0,0,0,471902,7,0
45,147965,1,1,25,1,1,0,701798,1,0
60,53090,1,0,14,1,1,0,829762,1,0
54,74412,0,0,25,0,0,1,881962,6,0
54,71030,0,1,2,1,1,0,542416,7,0
29,32509,0,0,17,0,1,0,708110,2,0
54,83653,1,1,20,1,1,0,246087,4,1
45,144626,0,0,4,1,0,1,947343,4,0
32,19042,1,0,13,1,0,1,595892,2,0
23,52201,1,1,18,1,1,1,978638,6,0
37,29016,1,1,3,0,1,0,680509,2,0
31,40022,0,0,19,0,0,0,776055,6,0
19,42938,0,1,5,0,0,1,386949,2,0
26,133171,0,0,1,1,0,1,124190,4,1
54,76720,0,0,9,1,0,0,745442,4,0
37,120514,1,0,24,0,0,1,107997,1,1
43,148058,0,1,8,1,0,0,472132,7,1
46,91478,0,1,3,1,0,1,748478,7,0
18,142101,0,0,2,0,0,0,550507,6,0
52,109699,0,1,1,1,1,0,130508,4,1
23,114273,1,1,12,0,1,0,973485,6,0
54,78745,0,0,22,1,0,1,862488,6,0
22,147283,0,1,13,0,1,1,607787,3,0
50,146301,0,1,10,1,0,0,544790,3,1
31,133972,1,0,17,1,1,1,424570,2,1
29,116489,0,1,11,1,0,0,501740,7,0
59,46819,0,0,5,1,0,1,634359,6,0
37,62779,0,1,25,1,1,1,204613,2,1
41,107244,1,1,9,0,1,0,927898,2,0
60,80584,1,0,13,1,1,1,186132,1,0
51,73032,0,0,20,0,1,1,805454,3,0
42,130074,0,1,23,0,1,0,223515,3,1
46,114273,1,0,11,0,0,0,568533,4,0
56,43036,1,0,23,1,0,0,926671,3,0
48,86356,1,1,4,0,0,0,278632,4,0
60,18052,1,0,21,1,1,1,670212,6,0
40,59377,1,1,11,1,0,1,994662,1,0
55,82819,0,1,9,1,0,0,323447,2,1
37,128689,0,0,7,0,1,1,149264,2,1
40,45461,0,1,16,1,0,0,167799,6,0
33,35750,0,0,23,1,1,0,321610,4,0
59,24472,1,1,23,1,1,0,138022,5,0
25,84263,1,0,25,0,0,1,453322,6,0
38,127036,1,0,5,0,0,1,790939,4,0
18,40523,1,1,6,0,1,1,374715,6,0
25,118262,1,0,19,0,1,0,182753,1,1
46,81060,0,0,1,1,0,0,934657,6,0
49,24079,0,0,16,0,0,1,369371,6,0
55,75726,0,1,18,1,0,1,141189,3,1
22,107906,0,1,24,0,0,1,507423,4,0
39,31532,0,0,13,1,0,1,867618,1,0
51,137689,1,0,1,0,1,0,440352,7,0
18,58162,1,1,10,0,1,1,939838,2,0
43,149821,1,1,7,0,0,1,797143,5,0
60,26353,1,1,5,1,0,0,725110,5,0
27,127313,1,0,13,1,0,1,185587,4,1
47,43477,0,1,22,0,0,1,784239,6,0
35,101373,0,0,16,0,0,1,390989,3,1
34,19551,0,1,24,0,1,0,110015,6,0
43,83359,1,0,20,0,1,0,469744,4,0
25,141150,1,1,22,0,0,1,838321,5,0
57,62636,1,0,14,0,0,0,776856,5,0
29,44685,1,1,11,1,0,1,222146,6,0
44,66134,0,1,19,1,1,1,773127,6,0
25,103916,1,0,23,1,1,0,126467,6,1
42,122967,0,1,2,1,1,1,969654,2,0
21,109455,1,1,8,1,0,0,369262,3,1
50,64756,0,1,13,1,0,0,163884,3,1
18,137863,1,1,7,0,1,0,766573,7,0
36,76192,1,0,12,0,1,1,197021,7,0
48,63733,0,0,8,0,0,1,312109,5,0
33,40993,0,1,16,0,1,1,764228,5,0
31,39143,1,0,18,0,1,1,676004,4,0
22,122044,0,0,19,1,1,0,488346,4,0
58,143406,1,0,4,1,0,1,588085,7,0
43,84351,1,0,25,1,0,1,928955,2,0
45,85309,0,0,12,1,1,0,920460,5,0
19,134156,1,1,16,1,1,0,742179,4,0
23,91000,1,0,21,0,0,1,503761,2,0
26,36576,0,1,22,1,0,0,100357,3,0
50,18320,1,0,17,1,1,1,334788,5,0
58,118002,1,1,4,1,1,1,463682,1,1
42,41572,1,1,20,0,1,0,747059,5,0
30,32948,1,1,24,0,0,0,510018,4,0
26,131528,0,0,24,0,1,1,547955,5,0
30,104051,0,0,22,0,1,1,751905,7,0
48,42867,0,1,24,0,1,1,101593,1,0
58,59678,1,1,9,0,1,1,628890,7,0
28,122561,0,0,5,1,1,1,474417,5,1
21,27963,0,0,17,1,0,0,883837,7,0
51,64434,0,1,17,1,1,1,306185,4,0
55,81617,1,0,2,0,1,0,210903,3,0
21,132569,0,0,2,0,0,0,720153,4,0
55,112352,0,0,21,0,0,0,373087,2,1
36,94732,1,0,23,0,1,1,526228,7,0
23,122648,1,0,7,1,1,1,563324,4,0
51,96494,1,0,4,0,1,0,509466,2,0
35,92225,1,1,13,0,0,0,753747,5,0
30,97867,1,1,20,0,0,0,182169,2,1
58,93972,1,1,11,0,0,0,144053,7,1
40,111261,0,1,3,0,0,0,270460,6,0
36,105748,0,1,2,1,1,1,322779,5,1
28,139481,1,1,16,0,0,0,826765,2,0
18,144529,1,0,3,0,1,1,880169,7,0
41,17251,0,0,24,1,0,0,695795,7,0
24,114108,1,1,15,0,1,0,423455,4,1
42,112382,1,1,17,0,1,1,965925,1,0
38,24583,0,1,16,1,1,1,826864,5,0
32,65387,1,0,20,1,0,0,842149,2,0
18,38104,1,0,7,1,1,1,846837,1,0
29,27224,0,0,16,1,1,1,287729,7,0
24,75624,0,0,5,1,1,0,828543,2,0
32,119320,0,1,2,1,0,0,518715,2,0
38,93572,0,1,1,1,1,0,393929,2,0
36,100469,0,1,22,1,0,1,444137,4,0
46,92928,1,1,13,1,1,0,960968,2,0
42,19141,1,0,16,1,0,0,807390,1,0
50,85871,1,0,5,0,1,1,268981,6,0
49,61015,1,1,3,1,1,0,356219,2,0
52,74902,1,0,15,1,1,1,921326,6,0
55,20577,0,0,16,1,1,1,227210,3,0
43,35002,1,0,11,1,0,0,708412,7,0
28,65711,1,0,25,1,1,1,958438,5,0
52,54451,1,1,19,0,1,1,639761,4,0
25,49831,1,0,18,0,1,0,181697,3,0
31,111498,1,1,21,0,0,1,120063,3,1
27,143949,0,0,9,1,0,0,882977,1,0
19,110119,1,0,8,1,0,0,615993,1,0
26,81830,1,1,22,0,1,0,178444,6,1
20,95632,1,1,19,1,0,0,636138,6,0
38,51833,1,0,22,1,0,0,887416,4,0
43,39398,1,0,5,0,0,1,674738,4,0
25,76554,1,1,17,1,1,1,812060,5,0
19,65755,0,0,5,1,0,1,697011,2,0
23,79994,1,0,14,1,1,0,619840,4,0
45,78884,0,1,7,1,0,0,193392,4,1
46,99361,0,0,9,1,0,0,120339,6,1
43,32482,1,0,17,1,1,0,733437,2,0
42,69225,1,0,3,1,1,1,662769,5,0
29,89854,1,0,8,0,1,1,295423,7,1
22,56256,0,0,22,0,0,0,283911,7,0
51,123721,1,1,13,1,1,0,426380,1,1
54,96110,1,0,16,1,1,0,966051,5,0
32,128606,1,1,21,0,0,1,803647,2,0
53,29650,0,1,10,0,1,1,684594,1,0
32,43930,0,0,18,0,1,0,340514,1,0
60,115400,1,1,3,0,0,0,649723,1,0
40,26801,0,0,12,0,0,1,560837,5,0
23,66360,1,1,16,0,0,1,655125,6,0
60,102908,0,1,18,0,1,0,860197,2,0
38,47334,1,1,17,1,0,0,135495,5,0
40,28288,0,0,7,0,1,0,664048,5,0
60,27191,1,1,19,0,0,1,212489,3,0
33,33051,1,1,23,0,0,0,122084,4,0
32,76715,0,1,23,1,0,1,268530,7,1
42,25737,0,0,8,1,1,0,953033,5,0
53,80140,0,0,17,1,1,0,683639,3,0
28,20147,0,1,21,0,1,0,802921,7,0
32,65508,0,1,25,0,1,1,881441,6,0
21,67224,1,1,7,0,1,0,805563,6,0
38,34643,1,1,1,1,0,1,329096,2,0
30,53967,0,0,8,1,0,0,895252,3,0
39,118535,1,0,19,1,0,1,157232,5,1
36,55733,1,0,20,1,0,0,511973,2,0
51,49808,0,1,20,1,1,1,408732,3,0
31,73959,1,0,10,1,1,0,581898,5,0
21,147921,1,1,12,0,1,1,108058,2,1
44,83178,0,1,24,1,0,1,450532,7,0
46,127255,0,1,1,1,0,0,441798,2,1
45,101322,1,0,24,1,1,1,267814,7,1
52,59565,0,1,25,1,0,1,224063,4,1
25,16132,1,0,25,0,0,0,172195,6,0
33,78668,0,1,21,0,1,1,288052,7,0
59,123835,0,0,4,1,0,0,170377,5,0
53,88169,0,1,4,0,1,0,486301,4,0
47,115417,0,0,9,0,0,1,773695,2,0
35,16044,1,1,15,0,1,1,579057,2,0
19,39363,0,0,24,0,0,1,300032,3,0
30,61694,0,1,15,0,1,1,147501,4,0
21,147654,1,1,7,0,1,1,418021,1,1
43,36301,1,1,12,0,0,0,114538,5,0
42,89329,1,0,3,1,0,0,740147,6,0
47,16620,1,1,20,0,1,1,472956,7,0
28,77224,0,1,9,1,1,1,628057,4,0
24,110419,1,1,14,0,1,1,918018,2,0
48,135050,0,0,13,0,1,1,971983,3,0
27,70856,1,1,24,0,1,1,724902,5,0
56,70809,0,1,12,1,0,0,954311,6,0
30,37259,1,0,1,0,0,0,152219,7,0
48,35655,0,1,19,1,0,0,921539,5,0
24,36602,0,0,16,0,0,1,493899,3,0
59,100945,1,1,12,0,0,1,715275,2,0
59,115846,0,0,10,1,1,1,428734,7,0
53,95818,0,0,2,0,0,0,947529,6,0
37,16537,0,0,18,0,0,0,320203,1,0
21,141545,0,1,13,0,1,0,818762,3,0
24,104743,1,1,24,1,1,0,217290,1,1
18,101155,0,0,6,0,0,1,317006,4,1
59,135198,0,1,12,0,0,1,516901,5,0
30,104846,1,1,22,0,1,1,952316,6,0
39,45562,1,0,4,1,0,1,456570,2,0
38,43036,1,0,1,0,1,1,509578,1,0
39,89233,0,0,11,1,0,1,461470,2,0
45,98049,0,0,23,0,0,0,100503,4,1
26,83681,1,1,8,0,0,1,796405,1,0
43,42818,0,1,2,1,0,1,603034,2,0
26,77532,1,1,2,1,1,1,900008,2,0
32,72705,0,1,16,1,1,1,919722,7,0
27,35104,1,1,1,1,0,1,291567,4,0
41,139336,0,1,4,1,0,1,898316,3,0
59,142904,1,0,6,0,0,1,544876,6,0
25,84603,0,1,21,0,0,1,754325,4,0
41,117499,1,1,20,1,1,0,780565,1,0
33,74025,0,1,14,0,1,0,950171,1,0
43,47317,0,0,20,0,0,0,746399,5,0
44,120585,0,0,15,1,1,1,887700,2,0
54,63270,1,1,7,1,1,0,953144,6,0
21,134415,0,0,7,1,0,1,511232,1,1
41,95206,0,0,18,0,0,0,161939,3,1
36,84468,0,1,23,1,0,0,178281,3,1
53,38723,1,1,2,0,1,1,308569,4,0
56,75646,0,1,20,1,1,1,988349,1,0
27,15074,1,0,15,1,1,1,797072,6,0
42,41498,0,0,1,1,1,1,227744,6,0
35,111881,1,1,21,1,0,0,204894,1,1
36,60929,1,0,17,0,0,0,348160,7,0
53,138199,0,0,20,0,0,1,499984,5,1
27,41028,1,0,25,0,1,0,290286,5,0
50,44545,1,1,13,1,0,0,512188,5,0
22,94569,0,1,12,0,0,0,591841,7,0
52,46673,1,1,24,0,1,1,304234,1,0
51,117511,1,1,22,0,0,1,687700,4,0
50,108144,1,1,15,1,1,1,276353,7,1
38,79824,1,0,24,0,1,0,783763,6,0
34,38525,0,0,5,1,0,1,194568,4,0
39,72804,1,0,7,1,0,1,392370,4,0
54,56846,1,0,8,0,1,0,936417,7,0
32,92261,0,0,23,0,0,1,784143,4,0
52,44483,0,0,14,1,0,1,567155,3,0
45,22265,1,1,4,1,1,1,994184,1,0
24,37763,0,1,21,1,0,0,588371,2,0
49,30733,0,0,14,0,1,1,608062,1,0
28,127196,0,1,10,1,1,0,299227,4,1
27,106038,0,0,22,1,1,0,622100,3,0
26,52420,0,0,16,1,1,0,166883,3,1
31,36058,0,1,11,0,0,0,221501,1,0
30,49929,0,1,22,1,0,0,914220,2,0
42,101489,0,0,25,1,0,0,723502,7,0
19,99664,0,1,14,1,1,1,107166,7,1
52,92597,1,0,14,1,0,1,528435,4,0
24,21041,1,0,2,1,1,0,820801,3,0
38,93209,1,0,22,0,1,0,996731,4,0
35,114864,1,0,13,0,0,1,362547,4,1
20,130158,1,0,3,1,0,1,568785,6,0
59,16468,0,1,18,1,1,1,127224,4,0
56,39309,0,0,22,1,1,0,838970,5,0
58,87255,1,1,4,1,1,0,103485,6,1
28,96899,1,0,21,1,1,1,474199,4,0
56,43718,0,1,21,1,0,0,437128,4,0
41,121553,1,0,19,0,0,0,689779,2,0
36,65281,0,1,16,1,0,0,579424,7,0
21,128451,1,0,4,1,1,0,965378,6,0
43,15767,0,0,19,0,1,1,376406,7,0
55,149967,1,1,23,0,0,0,979728,6,0
59,73026,0,1,15,0,0,0,568586,2,0
49,133142,1,1,1,0,0,0,591031,5,0
56,57968,1,1,16,1,1,0,521144,6,0
53,91870,0,1,15,0,1,1,883335,5,0
57,33174,0,1,16,0,1,0,294251,4,0
54,139357,1,0,22,0,0,0,870570,3,0
50,114189,1,0,20,1,0,1,841725,3,0
53,55502,0,0,1,1,0,0,581595,1,0
20,51674,0,1,17,1,0,0,228716,3,0
26,52260,0,1,5,0,0,0,221774,3,0
25,86805,1,1,5,1,0,0,396856,2,0
50,32194,1,0,7,0,1,1,578707,1,0
23,87377,0,1,13,0,0,1,658616,7,0
58,145864,1,0,12,0,0,1,262704,1,1
56,58723,1,1,4,0,1,0,923947,2,0
21,91298,0,1,25,1,1,0,424218,3,0
30,74238,1,1,4,1,1,1,303762,3,0
19,120433,0,0,23,1,1,1,296019,1,1
22,122092,0,1,21,1,1,0,521386,3,0
44,17147,1,0,21,0,1,0,933289,1,0
49,53445,1,1,6,0,0,0,936176,3,0
38,121170,0,1,24,0,0,0,983131,4,0
25,148085,0,1,15,0,0,0,832981,2,0
55,100617,0,1,21,0,0,0,323852,6,1
25,68502,1,0,19,1,1,0,105327,5,1
20,132116,0,1,6,1,1,0,816606,7,0
20,52755,0,0,12,0,0,0,182675,4,0
39,24479,0,1,14,0,1,0,322483,3,0
23,90361,0,1,18,1,1,1,395408,5,0
19,139232,1,1,12,1,0,0,440740,6,1
40,120586,1,0,24,0,0,0,774165,4,0
19,96171,0,1,24,1,0,0,855262,6,0
55,129151,1,0,15,1,0,1,653143,2,0
34,101296,1,0,19,0,0,0,890559,5,0
52,84959,1,1,8,0,0,1,221704,6,1
51,71022,0,0,9,1,0,0,400463,5,0
40,76991,1,1,5,1,0,1,955558,2,0
47,64853,1,0,5,0,1,1,899405,6,0
25,46826,0,0,6,1,0,0,313453,4,0
39,57879,0,0,23,1,1,1,596486,5,0
53,87361,1,0,3,1,0,1,279159,7,1
22,92990,1,1,5,0,1,0,550927,7,0
30,104787,0,0,1,1,0,0,127281,7,1
46,55736,0,1,11,1,0,0,247621,6,0
48,39530,0,0,21,0,0,0,226566,2,0
33,121080,0,1,20,0,0,0,947858,7,0
59,89255,1,1,1,1,0,0,651911,6,0
47,141598,0,0,7,0,1,1,855392,6,0
33,133623,1,0,15,0,0,1,713904,4,0
29,52387,1,1,17,1,0,0,235769,3,0
34,127260,1,0,8,0,0,0,377874,1,1
33,45988,0,0,2,1,1,0,259317,3,0
29,91448,0,0,13,1,1,0,131313,3,1
25,128430,1,0,12,0,1,1,839453,1,0
37,27404,1,0,5,1,1,1,952005,6,0
20,34360,1,0,13,1,1,0,153595,3,0
33,100657,1,0,6,1,1,1,654196,3,0
47,49160,1,0,25,1,0,1,992222,2,0
40,21789,0,0,15,1,0,0,926080,2,0
45,97597,0,1,23,0,0,0,485757,4,0
57,80641,0,0,22,0,1,1,661577,5,0
22,59247,1,0,21,1,0,0,293782,6,0
37,101673,1,0,22,1,0,0,239911,7,1
57,20544,0,0,11,0,1,0,196541,4,0
18,78248,0,0,4,1,0,1,824198,2,0
47,49550,1,1,1,1,0,1,763871,2,0
38,68693,0,1,15,1,0,1,186527,1,1
37,143924,0,0,12,0,1,1,754856,1,0
23,95021,0,1,9,1,1,0,466816,7,0
39,30605,1,0,11,0,0,0,995481,7,0
35,65713,1,0,5,1,0,1,755160,2,0
25,90403,0,1,24,1,1,1,241020,3,1
56,73466,1,1,7,0,1,0,668926,7,0
49,18981,0,1,8,0,1,1,849250,4,0
50,130631,0,1,1,1,1,1,761233,2,0
33,134238,1,1,25,1,0,1,786821,6,0
29,110335,1,0,1,1,1,1,304106,2,1
55,122441,1,0,3,0,0,1,451236,1,0
51,31984,0,0,8,1,1,1,591358,4,0
31,140580,0,1,11,0,0,1,127091,4,1
53,126316,0,0,1,1,1,0,957603,5,0
50,147596,1,1,14,1,1,0,808359,2,0
40,133454,0,0,1,1,1,0,879177,5,0
19,64402,0,1,6,1,0,1,919964,1,0
58,106656,0,1,21,1,0,0,515906,5,0
38,80614,0,0,6,1,0,0,379180,3,0
19,106009,1,0,3,1,0,0,407184,2,1
44,60836,1,0,10,0,1,0,549412,2,0
26,146049,1,0,12,1,1,1,275634,4,1
18,91407,0,1,10,1,1,0,896753,7,0
28,22610,0,0,22,1,0,0,129152,5,0
20,124381,0,1,2,1,1,0,710172,4,0
40,30791,1,0,24,0,1,0,448675,6,0
43,73047,1,0,22,0,1,1,417055,5,0
21,85246,1,0,13,1,0,1,976730,7,0
35,101148,1,0,16,1,0,0,493361,5,0
23,60890,1,0,13,0,1,0,694925,7,0
52,47888,0,1,4,0,0,0,235319,7,0
39,61531,1,0,4,0,0,0,431868,1,0
60,130652,1,1,11,1,1,1,590526,5,0
32,35608,1,0,23,0,1,1,818649,4,0
39,95986,0,1,14,0,0,0,536763,6,0
54,98996,1,0,3,1,0,1,620108,7,0
59,71017,1,0,19,1,1,1,861904,5,0
29,72676,1,0,22,1,1,0,605710,5,0
59,26560,0,1,25,0,1,0,512929,2,0
55,65468,0,1,1,0,1,1,668837,2,0
35,48123,1,0,5,0,1,1,274620,6,0
52,109346,1,0,17,0,1,1,545849,7,0
47,15028,1,0,1,1,1,0,982843,2,0
41,62599,1,1,19,0,0,0,321958,3,0
59,60406,0,0,19,1,0,0,497857,2,0
47,62657,1,1,4,0,1,0,433239,3,0
31,82560,0,0,19,0,0,1,477481,6,0
23,119143,1,1,6,0,0,0,529032,3,0
20,69943,0,1,15,1,1,1,626311,6,0
33,90839,0,1,4,0,1,1,518872,4,0
24,97674,1,0,24,1,1,1,580469,2,0
31,40345,0,1,1,1,0,1,659130,5,0
26,65390,1,0,24,1,1,0,155189,7,1
32,74557,0,1,17,1,1,1,490262,1,0
38,16906,0,0,11,0,0,1,866098,7,0
52,22961,1,1,17,0,1,0,408067,5,0
19,134289,1,1,23,1,0,1,397224,2,1
44,92567,0,0,1,1,0,0,103474,5,1
19,95664,0,0,9,0,1,0,225185,2,1
52,96199,1,1,14,0,1,0,572923,7,0
35,114764,1,1,15,1,1,0,758620,2,0
31,137357,1,0,24,0,0,1,105618,5,1
37,95729,0,1,1,0,1,0,801125,3,0
35,65568,1,1,2,0,0,1,881550,4,0
27,124349,1,0,18,1,1,1,265190,4,1
42,88302,0,0,18,1,1,0,764645,4,0
19,109968,1,0,6,1,1,1,335424,4,1
42,131116,1,1,20,1,1,1,419227,1,1
50,52146,1,1,8,1,0,1,304749,6,0
53,55297,1,1,1,0,1,0,259424,2,0
48,101394,0,0,15,0,1,1,537272,1,0
31,142173,1,1,10,0,1,0,910139,4,0
18,140942,1,0,4,1,1,0,253233,4,1
33,31939,1,0,10,0,0,0,511866,7,0
20,59460,1,1,11,1,0,1,379088,5,0
52,77119,1,0,5,1,1,1,893978,4,0
58,147851,1,1,9,1,0,1,678427,2,0
23,20057,0,0,5,1,1,0,213857,7,0
42,34157,0,0,11,1,0,1,369351,4,0
30,50030,0,0,3,1,1,0,719092,4,0
51,123612,1,1,4,0,0,0,827382,1,0
25,130080,1,0,10,1,0,1,393366,2,1
38,98028,1,1,7,0,0,1,970735,3,0
51,44680,0,0,1,1,0,0,794275,5,0
21,117302,1,0,6,0,0,0,634305,3,0
42,51445,0,0,8,1,1,1,246166,6,0
32,20796,1,1,17,1,0,1,655524,1,0
21,62218,1,1,24,0,1,1,500880,4,0
29,39074,0,1,7,1,1,0,392065,5,0
49,131088,0,1,1,1,1,1,457525,6,1
49,51839,0,1,9,0,1,1,966541,6,0
45,122112,0,0,11,0,1,0,950022,2,0
30,142514,0,0,19,1,1,0,895822,5,0
48,83322,0,1,2,0,1,1,526993,6,0
31,71321,1,1,23,0,1,1,803948,1,0
37,125100,0,1,11,1,1,1,486795,4,1
35,50507,1,1,3,0,1,0,535883,1,0
46,114244,1,0,17,1,1,1,491685,7,0
23,140788,1,1,10,0,0,0,654268,6,0
49,110251,1,1,3,1,1,1,741248,2,0
46,38806,1,1,22,1,1,0,856276,3,0
60,145364,0,1,3,1,1,1,163470,4,0
19,51901,0,0,21,0,0,1,434906,4,0
40,67127,0,0,25,1,0,1,974415,1,0
36,15453,1,1,7,0,1,0,464789,1,0
48,90432,0,0,2,1,0,0,773286,1,0
22,137872,1,0,1,1,0,0,117621,6,1
36,102362,1,1,7,1,1,0,957677,4,0
51,25976,1,1,20,0,1,1,224604,1,0
27,129176,1,0,11,1,0,0,440920,7,1
42,114122,0,0,23,1,0,0,135031,5,1
19,85404,0,0,6,0,1,1,394290,6,0
28,96932,0,0,23,1,1,0,608186,6,0
48,112170,0,0,4,1,1,1,894430,5,0
32,92707,0,1,19,0,1,0,214619,5,1
26,108789,1,0,21,0,1,0,569564,6,0
40,111516,0,0,19,0,1,1,217974,4,1
36,148089,1,0,14,1,0,1,393245,1,1
26,22957,1,0,3,0,1,1,885452,7,0
52,122724,1,0,4,1,1,1,441908,2,1
38,28237,0,0,8,1,0,0,517963,1,0
26,66586,1,0,18,0,1,0,473980,4,0
45,34252,1,0,4,0,1,1,816160,5,0
24,18543,0,1,11,1,0,1,719614,4,0
33,119647,1,1,16,0,0,0,364026,1,1
33,50031,1,0,3,0,1,1,270027,7,0
50,80747,1,1,7,1,0,0,839555,4,0
21,70311,0,1,2,0,1,1,159965,2,0
21,80867,1,1,1,0,1,1,737244,4,0
56,103780,1,1,1,0,0,1,319866,3,0
